name,price,reviews,ratings,processor,memory,display,gpu,bettery
Dell Vostro 14 3401 (D552163WIN9BE) Laptop (14 Inch | Core i3 11th Gen | 4 GB | Windows 10 | 1 TB HDD 256 GB SSD),"<span class=""price txt-w-b"">₹44,348</span>",4.0/5,272 Ratings,Intel Core i3-1115G4 (11th Gen) Processor,4 GB RAM | 256 GB SSD Storage,14″ (35.56 cm) LED Display,Intel UHD GPU,Upto 10 Hrs Battery Life
Lenovo Ideapad S145 (81N300KNIN) Laptop (15.6 Inch | AMD Dual Core A6 | 4 GB | Windows 10 | 1 TB HDD),"<span class=""price txt-w-b"">₹27,190</span>",3.8/5,307 Ratings,"AMD Dual Core A6-9225, 2.6 Ghz Processor",4 GB RAM | 1 TB HDD Storage,15.6″ (39.62 cm) LED Display,AMD Radeon R4 GPU,45W Adapter
Zebronics Pro Series ZEB-NBC 3S Laptop (15.6 Inch | Core i3 12th Gen | 8 GB | Windows 11 | 512 GB SSD),"<span class=""price txt-w-b"">₹31,990</span>",3.9/5,289 Ratings,"Intel Core i3-1215U (12th Gen), 4.2 Ghz Processor",8 GB RAM | 512 GB SSD Storage,15.6″ (39.62 cm) Display,Intel UHD GPU,65W Adapter
Lenovo Ideapad 5 (82FE00QLIN) Laptop (14 Inch | Core i5 11th Gen | 8 GB | Windows 10 | 512 GB SSD),"<span class=""price txt-w-b"">₹49,890</span>",4.2/5,229 Ratings,"Intel Core i5-1135G7 (11th Gen), 2.4 Ghz Processor",8 GB RAM | 512 GB SSD Storage,14″ (35.56 cm) LED Display,Intel Iris Xe GPU,"65W, Upto 11 Hrs Battery Life"
HP 15-fd0019TU (7Q6Z0PA) Laptop (15.6 Inch | Core i3 13th Gen | 8 GB | Windows 11 | 512 GB SSD),"<span class=""price txt-w-b"">₹46,729</span>",4.1/5,239 Ratings,"Intel Core i3-1315U (13th Gen), 3.3 Ghz Processor",8 GB RAM | 512 GB SSD Storage,15.6″ (39.62 cm) Display,Intel Iris Xe GPU,65W Adapter
HP Pavilion 15-eg3036TU (7S4P3PA) Laptop (15.6 Inch | Core i7 13th Gen | 16 GB | Windows 11 | 1 TB SSD),"<span class=""price txt-w-b"">₹89,990</span>",4.3/5,200 Ratings,"Intel Core i7-1360P (13th Gen), 3.4 Ghz Processor",16 GB RAM | 1 TB SSD Storage,15.6″ (39.62 cm) Display,Intel Iris Xe GPU,65W Adapter
Dell Inspiron 15 3520 (IN352092K4N001ORS1) Laptop (15.6 Inch | Core i5 12th Gen | 16 GB | Windows 11 | 512 GB SSD),"<span class=""price txt-w-b"">₹52,800</span>",4.1/5,238 Ratings,"Intel Core i5-1235U (12th Gen), 4.2 Ghz Processor",16 GB RAM | 512 GB SSD Storage,15.6″ (39.62 cm) Display,Intel Iris Xe GPU,"65W, Upto 7 Hrs Battery Life"
HP Pavilion x360 14-ek1010TU (7N760PA) Laptop (14 Inch | Core i5 13th Gen | 16 GB | Windows 11 | 1 TB SSD),"<span class=""price txt-w-b"">₹75,990</span>",4.1/5,223 Ratings,"Intel Core i5-1335U (13th Gen), 3.4 Ghz Processor",16 GB RAM | 1 TB SSD Storage,14″ (35.56 cm) Display With Touchscreen,Intel Integrated GPU,65W Adapter
Lenovo E41-55 (82FJ00AGIH) Laptop (14 Inch | AMD Dual Core Athlon | 4 GB | DOS | 256 GB SSD),"<span class=""price txt-w-b"">₹24,050</span>",3.8/5,319 Ratings,"AMD Athlon Gold-A3150U, 2.4 Ghz Processor",4 GB RAM | 256 GB SSD Storage,14″ (35.56 cm) Display,AMD Radeon Graphics GPU,"65W, Upto 6 Hrs Battery Life"
Acer Predator Helios 300 PH315-55 (NH.QGPSI.007) Laptop (15.6 Inch | Core i9 12th Gen | 16 GB | Windows 11 | 1 TB SSD),"<span class=""price txt-w-b"">₹139,999</span>",4.5/5,168 Ratings,"Intel Core i9-12900H (12th Gen), 4.0 Ghz Processor",16 GB RAM | 1 TB SSD Storage,15.6″ (39.62 cm) Display,"NVIDIA GeForce RTX 3060 GPU, 6 GB VRAM",65W Adapter
ASUS VivoBook Pro 15 M6500QC-HN541WS Laptop (15.6 Inch | AMD Hexa Core Ryzen 5 | 16 GB | Windows 11 | 512 GB SSD),"<span class=""price txt-w-b"">₹65,990</span>",4.4/5,182 Ratings,"AMD Hexa Core Ryzen 5 - 5600H, 4.2 Ghz Processor",16 GB RAM | 512 GB SSD Storage,15.6″ (39.62 cm) Display,"NVIDIA GeForce RTX 3050 GPU, 4 GB VRAM",120W Adapter
Samsung Galaxy Book Intel Evo 15.6 2 15.6 Laptop (15.6 Inch | Core i7 12th Gen | 16 GB | Windows 11 | 512 GB SSD),"<span class=""price txt-w-b"">₹60,990</span>",4.1/5,227 Ratings,"Intel Core i7-1255U (12th Gen), 4.7 Ghz Processor",16 GB RAM | 512 GB SSD Storage,15.6″ (39.62 cm) LED Display,Intel Iris Xe GPU,45W Adapter
HP Pavilion TouchSmart 14 x360 14-dh0101tu (6ZF27PA) Laptop (14 Inch | Core i3 8th Gen | 4 GB | Windows 10 | 256 GB SSD),"<span class=""price txt-w-b"">₹78,999</span>",4.2/5,222 Ratings,"Intel Core i3-8145U (8th Gen), 2.1 Ghz Processor",4 GB RAM | 256 GB SSD Storage,14″ (35.56 cm) LED Display With Touchscreen,Intel UHD 620 GPU,41W Adapter
Zebronics Pro Series ZEB-NBC 5S Laptop (15.6 Inch | Core i7 12th Gen | 16 GB | Windows 11 | 512 GB SSD),"<span class=""price txt-w-b"">₹40,990</span>",3.9/5,289 Ratings,"Intel Core i7-1255U (12th Gen), 2.4 Ghz Processor",16 GB RAM | 512 GB SSD Storage,15.6″ (39.62 cm) Display,Intel Iris Xe GPU,"65W, Upto 10 Hrs Battery Life"
ASUS TUF Gaming F15 FX506HF-HN026W Laptop (15.6 Inch | Core i5 11th Gen | 8 GB | Windows 11 | 1 TB SSD),"<span class=""price txt-w-b"">₹57,990</span>",3.9/5,266 Ratings,"Intel Core i5-11400H (11th Gen), 2.7 Ghz Processor",8 GB RAM | 1 TB SSD Storage,15.6″ (39.62 cm) Display,"NVIDIA GeForce RTX 2050 GPU, 4 GB VRAM",150W Adapter
Zebronics Pro Series ZEB-NBC 5S Laptop (15.6 Inch | Core i7 12th Gen | 16 GB | Windows 11 | 1 TB SSD),"<span class=""price txt-w-b"">₹52,990</span>",3.9/5,289 Ratings,"Intel Core i7-1255U (12th Gen), 2.4 Ghz Processor",16 GB RAM | 1 TB SSD Storage,15.6″ (39.62 cm) Display,Intel Iris Xe GPU,"65W, Upto 10 Hrs Battery Life"
Dell Vostro 14 3400 (D552217WIN9D) Laptop (14 Inch | Core i3 11th Gen | 8 GB | Windows 11 | 256 GB SSD),"<span class=""price txt-w-b"">₹42,690</span>",4.4/5,185 Ratings,"Intel Core i3-1115G4 (11th Gen), 4.0 Ghz Processor",8 GB RAM | 256 GB SSD Storage,14″ (35.56 cm) Display,Intel Integrated UHD GPU,"65W, Upto 10 Hrs Battery Life"
Dell Inspiron 15 3501 (D560437WIN9SE) Laptop (15.6 Inch | Core i5 11th Gen | 4 GB | Windows 10 | 1 TB HDD 256 GB SSD),"<span class=""price txt-w-b"">₹55,499</span>",4.3/5,201 Ratings,"Intel Core i5-1135G7 (11th Gen), 4.2 Ghz Processor",4 GB RAM | 256 GB SSD Storage,15.6″ (39.62 cm) LED Display,Intel Iris Xe GPU,Upto 8 Hrs Battery Life
ASUS VivoBook 14 X415EA-EB322WS Laptop (14.1 Inch | Core i3 11th Gen | 8 GB | Windows 11 | 512 GB SSD),"<span class=""price txt-w-b"">₹38,400</span>",4.0/5,251 Ratings,"Intel Core i3-1115G4 (11th Gen), 3.0 Ghz Processor",8 GB RAM | 512 GB SSD Storage,14.1″ (35.81 cm) Display,Intel UHD Graphics GPU,"65W, Upto 6 Hrs Battery Life"
Lenovo V14-IGL (82C2S02K00) Laptop (14 Inch | Intel Celeron Dual Core | 4 GB | Windows 11 | 256 GB SSD),"<span class=""price txt-w-b"">₹25,999</span>",4.1/5,223 Ratings,"Intel Celeron - N4020, 2.8 Ghz Processor",4 GB RAM | 256 GB SSD Storage,14″ (35.56 cm) Display,Intel Integrated GPU,"65W, Upto 10 Hrs Battery Life"
Dell G15-5520 (D560736WIN9B) Laptop (15.6 Inch | Core i5 12th Gen | 16 GB | Windows 11 | 512 GB SSD),"<span class=""price txt-w-b"">₹69,700</span>",4.4/5,172 Ratings,"Intel Core i5-12500H (12th Gen), 3.3 Ghz Processor",16 GB RAM | 512 GB SSD Storage,15.6″ (39.62 cm) Display,"NVIDIA GeForce RTX 3050 GPU, 4 GB VRAM","65W, Upto 10 Hrs Battery Life"
HP Envy x360 Intel Evo 13-bf0121TU (7H5D3PA) Laptop (13.4 Inch | Core i5 12th Gen | 16 GB | Windows 11 | 512 GB SSD),"<span class=""price txt-w-b"">₹88,400</span>",4.3/5,194 Ratings,"Intel Core i5-1230U (12th Gen), 2.4 Ghz Processor",16 GB RAM | 512 GB SSD Storage,13.4″ (34.04 cm) Display With Touchscreen,Intel Iris Xe GPU,65W Adapter
Dell Inspiron 15 3515 (D560523WIN9BE) Laptop (15.6 Inch | AMD Dual Core Ryzen 3 | 8 GB | Windows 10 | 256 GB SSD),"<span class=""price txt-w-b"">₹33,057</span>",3.9/5,262 Ratings,"AMD Dual Core Ryzen 3 3250U, 2.6 Ghz Processor",8 GB RAM | 256 GB SSD Storage,15.6″ (39.62 cm) LED Display,AMD Radeon GPU,Upto 7 Hrs Battery Life
Dell Inspiron 15 3520 (D560866WIN9S) Laptop (15.6 Inch | Core i5 12th Gen | 8 GB | Windows 11 | 512 GB SSD),"<span class=""price txt-w-b"">₹47,490</span>",3.9/5,288 Ratings,"Intel Core i5-1235U (12th Gen), 4.2 Ghz Processor",8 GB RAM | 512 GB SSD Storage,15.6″ (39.62 cm) Display,Intel UHD GPU,65W Adapter
Acer Aspire 3 A315-58 (UN.ADDSI.036) Laptop (15.6 Inch | Core i3 11th Gen | 8 GB | Windows 11 | 256 GB SSD),"<span class=""price txt-w-b"">₹30,729</span>",4.0/5,258 Ratings,"Intel Core i3-1115G4 (11th Gen), 4.0 Ghz Processor",8 GB RAM | 256 GB SSD Storage,15.6″ (39.62 cm) LED Display,Intel UHD GPU,"45W, Upto 9 Hrs Battery Life"
ASUS Vivobook 16X M1603QA-MB511WS Laptop (16 Inch | AMD Hexa Core Ryzen 5 | 16 GB | Windows 11 | 512 GB SSD),"<span class=""price txt-w-b"">₹52,990</span>",4.2/5,212 Ratings,"AMD Hexa Core Ryzen 5 - 5600H, 3.3 Ghz Processor",16 GB RAM | 512 GB SSD Storage,16″ (40.64 cm) Display,AMD Radeon GPU,65W Adapter
MSI GP66 Leopard 11UG-693IN Laptop (15.6 Inch | Core i7 11th Gen | 16 GB | Windows 10 | 1 TB SSD),"<span class=""price txt-w-b"">₹129,990</span>",4.5/5,160 Ratings,"Intel Core i7-11800H (11th Gen), 4.7 Ghz Processor",16 GB RAM | 1 TB SSD Storage,15.6″ (39.62 cm) Display,"NVIDIA GeForce RTX 3070 GPU, 8 GB VRAM",240W Adapter
Infinix INBook X1 Slim XL21 Laptop (14 Inch | Core i7 10th Gen | 16 GB | Windows 11 | 512 GB SSD),"<span class=""price txt-w-b"">₹45,990</span>",4.1/5,223 Ratings,"Intel Core i7-1065G7 (10th Gen), 1.3 Ghz Processor",16 GB RAM | 512 GB SSD Storage,14″ (35.56 cm) Display,"Intel UHD GPU, 128 MB VRAM","65W, Upto 11 Hrs Battery Life"
ASUS Vivobook 16X M1603QA-MB711WS Laptop (16 Inch | AMD Octa Core Ryzen 7 | 16 GB | Windows 11 | 512 GB SSD),"<span class=""price txt-w-b"">₹67,990</span>",4.3/5,183 Ratings,"AMD Octa Core Ryzen 7 - 5800H, 4.2 Ghz Processor",16 GB RAM | 512 GB SSD Storage,16″ (40.64 cm) Display,AMD Radeon Vega 7 GPU,"65W, Upto 8 Hrs Battery Life"
Lenovo Ideapad Slim 3 (82H70175IN) Laptop (14 Inch | Core i5 11th Gen | 16 GB | Windows 11 | 512 GB SSD),"<span class=""price txt-w-b"">₹60,990</span>",4.1/5,213 Ratings,"Intel Core i5-1135G7 (11th Gen), 2.4 Ghz Processor",16 GB RAM | 512 GB SSD Storage,14″ (35.56 cm) Display,Intel Iris Xe Graphics GPU,"45W, Upto 6 Hrs Battery Life"
Lenovo Ideapad Gaming 3 (82K2028QIN) Laptop (15.6 Inch | AMD Quad Core Ryzen 5 | 8 GB | Windows 11 | 512 GB SSD),"<span class=""price txt-w-b"">₹47,990</span>",4.2/5,199 Ratings,"AMD Quad Core Ryzen 5 - 5500H, 3.4 Ghz Processor",8 GB RAM | 512 GB SSD Storage,15.6″ (39.62 cm) Display,"NVIDIA GeForce RTX 2050 GPU, 4 GB VRAM",135W Adapter
Lenovo Ideapad Gaming 3 15IHU6 (82K100MVIN) Laptop (15.6 Inch | Core i5 11th Gen | 8 GB | Windows 10 | 512 GB SSD),"<span class=""price txt-w-b"">₹53,260</span>",4.1/5,227 Ratings,"Intel Core i5-1135G7 (11th Gen), 3.1 Ghz Processor",8 GB RAM | 512 GB SSD Storage,15.6″ (39.62 cm) LED Display,"NVIDIA GeForce GTX 1650 GPU, 4 GB VRAM",45W Adapter
Acer Aspire Lite AL15-51 (UN.431SI.253) Laptop (15.6 Inch | Core i3 11th Gen | 8 GB | Windows 11 | 512 GB SSD),"<span class=""price txt-w-b"">₹28,590</span>",4.3/5,184 Ratings,"Intel Core i3-1115G4 (11th Gen), 4.0 Ghz Processor",8 GB RAM | 512 GB SSD Storage,15.6″ (39.62 cm) Display,Intel UHD GPU,Windows 11 Home Basic
HP Pavilion Aero 13-be2055AU (7S458PA) Laptop (13.3 Inch | AMD Hexa Core Ryzen 5 | 16 GB | Windows 11 | 512 GB SSD),"<span class=""price txt-w-b"">₹69,999</span>",4.1/5,210 Ratings,"AMD Hexa Core Ryzen 5 - 7535U, 4.2 Ghz Processor",16 GB RAM | 512 GB SSD Storage,13.3″ (33.78 cm) Display,AMD Radeon GPU,65W Adapter
Lenovo IdeaPad Flex 5 14ITL05 (82HS015PIN) Laptop (14 Inch | Core i3 11th Gen | 8 GB | Windows 10 | 512 GB SSD),"<span class=""price txt-w-b"">₹52,990</span>",4.4/5,165 Ratings,"Intel Core i3-1115G4 (11th Gen), 3.0 Ghz Processor",8 GB RAM | 512 GB SSD Storage,14″ (35.56 cm) Display With Touchscreen,Intel UHD GPU,"65W, Upto 10 Hrs Battery Life"
Tecno MEGABOOK T1 Laptop (15.6 Inch | Core i7 11th Gen | 16 GB | Windows 11 | 1 TB SSD),"<span class=""price txt-w-b"">₹57,999</span>",4.0/5,241 Ratings,"Intel Core i7-1165G7 (11th Gen), 4.7 Ghz Processor",16 GB RAM | 1 TB SSD Storage,15.6″ (39.62 cm) Display,Intel Iris Xe GPU,"65W, Upto 17.5 Hrs Battery Life"
ASUS VivoBook 15 X1502ZA-EJ322WS Laptop (15.6 Inch | Core i3 12th Gen | 8 GB | Windows 11 | 512 GB SSD),"<span class=""price txt-w-b"">₹35,900</span>",4.0/5,239 Ratings,"Intel Core i3-1215U (12th Gen), 1.2 Ghz Processor",8 GB RAM | 512 GB SSD Storage,15.6″ (39.62 cm) Display,Intel UHD GPU,"45W, Upto 6 Hrs Battery Life"
HP Pavilion x360 14-ek0074TU (6Q0Y9PA) Laptop (14 Inch | Core i5 12th Gen | 16 GB | Windows 11 | 512 GB SSD),"<span class=""price txt-w-b"">₹73,990</span>",4.1/5,219 Ratings,"Intel Core i5-1235U (12th Gen), 1.3 Ghz Processor",16 GB RAM | 512 GB SSD Storage,14″ (35.56 cm) Display With Touchscreen,Intel Iris Xe GPU,"65W, Upto 11 Hrs Battery Life"
Dell Inspiron 15 3511 (D560652WIN9S) Laptop (15.6 Inch | Core i5 11th Gen | 8 GB | Windows 11 | 512 GB SSD),"<span class=""price txt-w-b"">₹48,790</span>",4.1/5,215 Ratings,"Intel Core i5-1135G7 (11th Gen), 2.4 Ghz Processor",8 GB RAM | 512 GB SSD Storage,15.6″ (39.62 cm) LED Display,Intel UHD GPU,Windows 11 Home Basic
HP Pavilion Aero 13-be2056AU (7S459PA) Laptop (13.3 Inch | AMD Hexa Core Ryzen 5 | 16 GB | Windows 11 | 512 GB SSD),"<span class=""price txt-w-b"">₹69,999</span>",4.1/5,210 Ratings,"AMD Hexa Core Ryzen 5 - 7535U, 4.2 Ghz Processor",16 GB RAM | 512 GB SSD Storage,13.3″ (33.78 cm) Display,AMD Radeon GPU,65W Adapter
HP 15-fd0021TU (7Q6Z2PA) Laptop (15.6 Inch | Core i5 13th Gen | 8 GB | Windows 11 | 512 GB SSD),"<span class=""price txt-w-b"">₹51,790</span>",4.0/5,226 Ratings,"Intel Core i5-1335U (13th Gen), 4.7 Ghz Processor",8 GB RAM | 512 GB SSD Storage,15.6″ (39.62 cm) Display,Intel Iris Xe GPU,65W Adapter
ASUS VivoBook Flip 14 TP470EA-EC512WS Laptop (14 Inch | Core i5 11th Gen | 8 GB | Windows 11 | 512 GB SSD),"<span class=""price txt-w-b"">₹46,990</span>",4.4/5,168 Ratings,"Intel Core i5-1135G7 (11th Gen), 2.4 Ghz Processor",8 GB RAM | 512 GB SSD Storage,14″ (35.56 cm) Display With Touchscreen,Intel Iris Xe GPU,"65W, Upto 6 Hrs Battery Life"
Lenovo Ideapad Slim 5 14IAH8 (83BF000UIN) Laptop (14 Inch | Core i5 12th Gen | 16 GB | Windows 11 | 512 GB SSD),"<span class=""price txt-w-b"">₹59,841</span>",4.2/5,198 Ratings,"Intel Core i5-12450H (12th Gen), 2.0 Ghz Processor",16 GB RAM | 512 GB SSD Storage,14″ (35.56 cm) Display,Intel UHD GPU,Upto 11 Hrs Battery Life
HP 15s-fq2738TU Laptop (15.6 Inch | Core i3 11th Gen | 8 GB | Windows 11 | 512 GB SSD),"<span class=""price txt-w-b"">₹34,490</span>",4.0/5,235 Ratings,"Intel Core i3-1115G4 (11th Gen), 4.0 Ghz Processor",8 GB RAM | 512 GB SSD Storage,15.6″ (39.62 cm) Display,Intel UHD GPU,45W Adapter
HP 15-fd0022TU (7Q6Z3PA) Laptop (15.6 Inch | Core i5 13th Gen | 8 GB | Windows 11 | 512 GB SSD),"<span class=""price txt-w-b"">₹52,990</span>",4.0/5,226 Ratings,"Intel Core i5-1335U (13th Gen), 4.7 Ghz Processor",8 GB RAM | 512 GB SSD Storage,15.6″ (39.62 cm) Display,Intel Iris Xe GPU,65W Adapter
Lenovo LOQ 15IRH8 (82XV00F7IN) Laptop (15.6 Inch | Core i5 12th Gen | 16 GB | Windows 11 | 512 GB SSD),"<span class=""price txt-w-b"">₹87,390</span>",4.5/5,159 Ratings,"Intel Core i5-12450H (12th Gen), 3.3 Ghz Processor",16 GB RAM | 512 GB SSD Storage,15.6″ (39.62 cm) Display,"NVIDIA GeForce RTX 4060 GPU, 8 GB VRAM",Upto 6 Hrs Battery Life
HP Pavilion x360 14-ek0183TU (9C9E1PA) Laptop (14 Inch | Core i3 12th Gen | 8 GB | Windows 11 | 512 GB SSD),"<span class=""price txt-w-b"">₹55,990</span>",4.3/5,181 Ratings,"Intel Core i3-1215U (12th Gen), 4.2 Ghz Processor",8 GB RAM | 512 GB SSD Storage,14″ (35.56 cm) Display With Touchscreen,Intel UMA GPU,65W Adapter
Lava Helium 14 Laptop (14.1 Inch | Atom Quad Core x5 | 2 GB | Windows 10 | 32 GB SSD),"<span class=""price txt-w-b"">₹14,999</span>",3.4/5,580 Ratings,"Intel Atom Quad-Core x5-Z8350, 1.4 Ghz Processor",2 GB RAM | 32 GB SSD Storage,14.1″ (35.81 cm) LED Display,Intel HD Graphics GPU,Upto 9 Hrs Battery Life
Lenovo V15 G2 (82KDA01EIH) Laptop (15.6 Inch | AMD Quad Core Ryzen 3 | 8 GB | Windows 11 | 512 GB SSD),"<span class=""price txt-w-b"">₹32,999</span>",3.7/5,300 Ratings,"AMD Quad Core Ryzen 3 - 5300U, 2.6 Ghz Processor",8 GB RAM | 512 GB SSD Storage,15.6″ (39.62 cm) Display,AMD Radeon GPU,65W Adapter
ASUS VivoBook 14 X415JA-EK324WS Laptop (14 Inch | Core i3 10th Gen | 8 GB | Windows 11 | 512 GB SSD),"<span class=""price txt-w-b"">₹33,990</span>",4.1/5,209 Ratings,"Intel Core i3-1005G1 (10th Gen), 1.2 Ghz Processor",8 GB RAM | 512 GB SSD Storage,14″ (35.56 cm) Display,Intel Integrated GPU,"65W, Upto 6 Hrs Battery Life"
Dell Inspiron 15 3501 (D560331WIN9S) Laptop (15.6 Inch | Core i3 10th Gen | 4 GB | Windows 10 | 1 TB HDD),"<span class=""price txt-w-b"">₹42,629</span>",3.7/5,317 Ratings,"Intel Core i3-1005G1 (10th Gen), 1.2 Ghz Processor",4 GB RAM | 1 TB HDD Storage,15.6″ (39.62 cm) LED Display,Intel UHD GPU,42W Adapter
Dell Inspiron 15 3515 (D560790WIN9BE) Laptop (15.6 Inch | AMD Quad Core Ryzen 5 | 8 GB | Windows 11 | 512 GB SSD),"<span class=""price txt-w-b"">₹41,642</span>",3.8/5,278 Ratings,"AMD Quad Core Ryzen 5-3450U, 2.1 Ghz Processor",8 GB RAM | 512 GB SSD Storage,15.6″ (39.62 cm) Display,Intel Integrated GPU,65W Adapter
ASUS ROG Strix G17 G713RC-HX021W Laptop (17.3 Inch | AMD Octa Core Ryzen 7 | 16 GB | Windows 11 | 512 GB SSD),"<span class=""price txt-w-b"">₹110,064</span>",4.3/5,178 Ratings,"AMD Octa Core Ryzen 7-6800H, 4.7 Ghz Processor",16 GB RAM | 512 GB SSD Storage,17.3″ (43.94 cm) Display,"NVIDIA GeForce RTX 3050 GPU, 4 GB VRAM","65W, Upto 10 Hrs Battery Life"
Acer Predator Helios 300 PH315-54 (NH.QC2SI.00B) Laptop (15.6 Inch | Core i9 11th Gen | 16 GB | Windows 11 | 1 TB SSD),"<span class=""price txt-w-b"">₹129,990</span>",4.2/5,189 Ratings,"Intel Core i9-11900H (11th Gen), 4.8 Ghz Processor",16 GB RAM | 1 TB SSD Storage,15.6″ (39.62 cm) Display,"NVIDIA GeForce RTX 3060 GPU, 6 GB VRAM","65W, Upto 6 Hrs Battery Life"
Lenovo Thinkpad E14 (21E3S04W00) Laptop (14 Inch | Core i5 12th Gen | 16 GB | Windows 11 | 512 GB SSD),"<span class=""price txt-w-b"">₹67,999</span>",4.2/5,184 Ratings,"Intel Core i5-1235UG4 (12th Gen), 1.3 Ghz Processor",16 GB RAM | 512 GB SSD Storage,14″ (35.56 cm) Display,Intel Iris Xe GPU,"65W, Upto 9.4 Hrs Battery Life"
Lenovo Ideapad Flex 3 CB 11IJL6 (82N3000DHA) Laptop (11.6 Inch | Celeron Dual Core | 4 GB | Google Chrome | 128 GB SSD),"<span class=""price txt-w-b"">₹29,800</span>",3.7/5,316 Ratings,"Intel Celeron Dual Core N4500, 1.1 Ghz Processor",4 GB RAM | 128 GB SSD Storage,11.6″ (29.46 cm) LED Display With Touchscreen,Intel UHD GPU,45W Adapter
HP Pavilion 14-ec0000ax (4J0X8PA) Laptop (14 Inch | AMD Hexa Core Ryzen 5 | 16 GB | Windows 10 | 512 GB SSD),"<span class=""price txt-w-b"">₹65,899</span>",4.1/5,197 Ratings,"AMD Hexa Core Ryzen 5 5500U, 2.1 Ghz Processor",16 GB RAM | 512 GB SSD Storage,14″ (35.56 cm) LED Display,"NVIDIA GeForce MX450 GPU, 2 GB VRAM",Windows 10 Home Basic
ASUS VivoBook S14 OLED Intel Evo S3402ZA-KM701WS Laptop (14 Inch | Core i7 12th Gen | 16 GB | Windows 11 | 512 GB SSD),"<span class=""price txt-w-b"">₹77,999</span>",4.3/5,173 Ratings,"Intel Core i7-12700H (12th Gen), 4.7 Ghz Processor",16 GB RAM | 512 GB SSD Storage,14″ (35.56 cm) OLED Display,Intel Iris Xe GPU,90W Adapter
ASUS ROG Strix G17 G713RC-HX009W Laptop (17.3 Inch | AMD Octa Core Ryzen 7 | 8 GB | Windows 11 | 512 GB SSD),"<span class=""price txt-w-b"">₹102,990</span>",4.2/5,183 Ratings,"AMD Octa Core Ryzen 7 - 6800H, 4.7 Ghz Processor",8 GB RAM | 512 GB SSD Storage,17.3″ (43.94 cm) Display,"NVIDIA GeForce RTX 3050 GPU, 4 GB VRAM",56W Adapter
ASUS VivoBook 14 X415JA-BV311WS Laptop (14.1 Inch | Core i3 10th Gen | 8 GB | Windows 11 | 256 GB SSD),"<span class=""price txt-w-b"">₹31,390</span>",4.3/5,178 Ratings,"Intel Core i3-1005G1 (10th Gen), 1.2 Ghz Processor",8 GB RAM | 256 GB SSD Storage,14.1″ (35.81 cm) Display,Intel UHD GPU,"65W, Upto 6 Hrs Battery Life"
MSI GF63 Thin 12UCX-269IN Laptop (15.6 Inch | Core i5 12th Gen | 16 GB | Windows 11 | 1 TB HDD 256 GB SSD),"<span class=""price txt-w-b"">₹76,990</span>",4.3/5,172 Ratings,"Intel Core i5-12450H (12th Gen), 3.3 Ghz Processor",16 GB RAM | 256 GB SSD Storage,15.6″ (39.62 cm) Display,"NVIDIA GeForce RTX 2050 GPU, 4 GB VRAM",Windows 11 Home Basic
Xiaomi Notebook Pro 120G Laptop (14 Inch | Core i5 12th Gen | 16 GB | Windows 11 | 512 GB SSD),"<span class=""price txt-w-b"">₹84,104</span>",4.2/5,181 Ratings,"Intel Core i5-12450H, 2.0 Ghz Processor",16 GB RAM | 512 GB SSD Storage,14″ (35.56 cm) Display,NVIDIA GeForce MX550 GPU,100W Adapter
Xiaomi Notebook Pro 120 Laptop (14 Inch | Core i5 12th Gen | 16 GB | Windows 11 | 512 GB SSD),"<span class=""price txt-w-b"">₹77,752</span>",4.2/5,184 Ratings,"Intel Core i5-12450H (12th Gen), 2.0 Ghz Processor",16 GB RAM | 512 GB SSD Storage,14″ (35.56 cm) Display,Intel UHD GPU,100W Adapter
HP Pavilion Plus 14-eh0025TU (6H2F4PA) Laptop (14 Inch | Core i5 12th Gen | 16 GB | Windows 11 | 512 GB SSD),"<span class=""price txt-w-b"">₹89,053</span>",4.0/5,220 Ratings,"Intel Core i5-12500H (12th Gen), 4.7 Ghz Processor",16 GB RAM | 512 GB SSD Storage,14″ (35.56 cm) Display,Intel Iris Xe GPU,"65W, Upto 11 Hrs Battery Life"
ASUS VivoBook Pro 14 OLED M3400QA-KM702WS Laptop (14 Inch | AMD Octa Core Ryzen 7 | 16 GB | Windows 11 | 512 GB SSD),"<span class=""price txt-w-b"">₹69,990</span>",4.3/5,169 Ratings,"AMD Octa Core Ryzen 7-5800H, 4.7 Ghz Processor",16 GB RAM | 512 GB SSD Storage,14″ (35.56 cm) OLED Display,AMD Radeon GPU,"65W, Upto 8 Hrs Battery Life"
Apple MacBook Air M3 MRYQ3HN/A Ultrabook (15.3 Inch | Apple M3 | 8 GB | macOS Sonoma | 512 GB SSD),"<span class=""price txt-w-b"">₹154,900</span>",4.7/5,127 Ratings,Apple M3 Processor,8 GB RAM | 512 GB SSD Storage,15.3″ (38.86 cm) Display,Upto 18 Hrs Battery Life,macOS Sonoma
Acer Aspire 5 A515-56 (UN.A1ESI.018) Laptop (15.6 Inch | Core i5 11th Gen | 8 GB | Windows 11 | 512 GB SSD),"<span class=""price txt-w-b"">₹48,899</span>",4.3/5,172 Ratings,"Intel Core i5-1135G7 (11th Gen), 2.4 Ghz Processor",8 GB RAM | 512 GB SSD Storage,15.6″ (39.62 cm) Display,Intel Iris Xe GPU,"45W, Upto 9.5 Hrs Battery Life"
